CUSTID,GENDER,DOB,EDATE,AGE,AGEGRP1,AGEGRP2,TV_REG,NGROUP,NEIGHBORHOOD,LCDATE,ORGANICS,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
0040927093,U,18/06/34,23/02/98,63,60-80,60-70,C Scotland,D,32,10/03/93,1,0.01,Scottish,Tin,1,10,5
0040930159,F,19/07/43,23/02/98,54,40-60,50-60,London,D,35,21/01/94,0,0.01,South East,Tin,0,11,5
0040931740,F,03/08/69,23/02/98,28,20-40,20-30,London,F,48,,1,0.01,South East,Tin,1,13,
0040932860,,03/10/48,23/02/98,49,40-60,40-50,C Scotland,B,10,14/12/93,0,0.01,Scottish,Tin,0,11,5
0040933360,F,29/05/51,23/02/98,46,40-60,40-50,London,B,14,21/09/93,0,0.01,South East,Tin,0,7,5
0040936645,M,04/03/30,23/02/98,68,60-80,60-70,Midlands,C,24,08/11/94,0,30075,Midlands,Platinum,0,12,4
0040941878,F,02/07/37,23/02/98,60,60-80,60-70,S & S East,C,24,24/02/94,1,720,South East,Silver,1,14,4
0040945970,U,10/12/44,23/02/98,53,40-60,50-60,London,A,04,01/08/86,0,3800,South East,Silver,0,5,12
0040947060,M,20/11/34,23/02/98,63,60-80,60-70,Midlands,C,16,03/11/86,0,2000,Midlands,Silver,0,5,12
0040952330,F,23/09/50,23/02/98,47,40-60,40-50,N Scot,B,12,01/02/90,0,0.01,Scottish,Tin,0,5,9
0040954880,,19/10/35,23/02/98,62,60-80,60-70,,D,34,09/05/94,0,6000,,Gold,0,6,4
0040956921,F,19/03/52,23/02/98,45,40-60,40-50,London,E,44,18/07/87,0,3500,South East,Silver,0,10,11
0040959475,,15/04/47,23/02/98,50,40-60,50-60,London,B,09,01/02/90,0,50.01,South East,Silver,0,7,9
0040965238,F,13/08/56,23/02/98,41,40-60,40-50,Yorkshire,F,52,02/02/94,0,0.01,North,Tin,0,9,5
0040965742,F,04/12/33,23/02/98,64,60-80,60-70,S & S East,B,05,05/08/96,0,6000,South East,Gold,0,11,2
0040970410,F,10/08/27,23/02/98,70,60-80,70-80,Midlands,F,52,17/06/88,0,1141.73,Midlands,Silver,0,8,10
0040972030,F,22/01/48,23/02/98,50,40-60,50-60,Yorkshire,B,14,17/03/94,0,2000,North,Silver,0,10,4
0040977643,M,16/06/38,23/02/98,59,40-60,50-60,Wales & West,E,41,17/02/90,0,1600,Midlands,Silver,0,10,9
0040985409,F,05/03/56,23/02/98,42,40-60,40-50,London,F,52,07/07/93,1,8000,South East,Gold,1,9,5
0040988939,F,25/08/46,23/02/98,51,40-60,50-60,East,C,19,06/07/90,0,12105.32,Midlands,Gold,0,9,8
0040991646,F,23/07/59,23/02/98,38,20-40,30-40,London,E,41,03/04/90,0,0.01,South East,Tin,0,5,8
0040993177,M,25/08/38,23/02/98,59,40-60,50-60,S & S East,D,27,18/11/92,0,2500,South East,Silver,0,4,6
0040993711,F,01/03/60,23/02/98,38,20-40,30-40,London,C,21,27/01/94,1,0.01,South East,Tin,1,8,5
0040998578,F,14/07/41,23/02/98,56,40-60,50-60,C Scotland,F,52,01/11/72,0,9000,Scottish,Gold,0,,26
0040999590,F,31/12/49,23/02/98,48,40-60,40-50,Ulster,,,23/03/92,0,6053.35,Midlands,Gold,0,6,6
0041003642,M,07/05/50,23/02/98,47,40-60,40-50,London,A,04,01/02/90,0,0.01,South East,Tin,0,7,9
0041008270,F,09/04/52,23/02/98,45,40-60,40-50,Wales & West,F,49,21/09/93,0,0.01,Midlands,Tin,0,7,5
0041012340,F,05/02/29,23/02/98,69,60-80,60-70,Border,D,35,01/06/90,0,6000.01,Scottish,Gold,0,8,8
0041013370,M,23/05/49,23/02/98,48,40-60,40-50,Midlands,D,33,18/05/94,0,6000,Midlands,Gold,0,6,4
0041013907,F,21/12/57,23/02/98,40,40-60,40-50,London,D,28,01/07/90,1,0.01,South East,Tin,1,,8
0041014423,,01/07/22,23/02/98,75,60-80,70-80,S West,C,25,15/01/91,0,12000,South West,Gold,0,7,8
0041019492,F,22/05/21,23/02/98,76,60-80,70-80,London,C,26,09/04/97,1,6000,South East,Gold,1,10,1
0041019999,F,01/03/19,23/02/98,79,60-80,70-80,East,F,49,20/02/90,0,3000,Midlands,Silver,0,11,9
0041025131,F,18/11/64,23/02/98,33,20-40,30-40,London,F,51,01/07/90,3,0.01,South East,Tin,1,19,8
0041028700,U,03/05/39,23/02/98,58,40-60,50-60,Border,A,02,02/11/94,0,0.01,Scottish,Tin,0,5,4
0041031727,M,29/09/39,23/02/98,58,40-60,50-60,London,C,20,21/12/92,0,5141.25,South East,Gold,0,6,6
0041032227,F,18/03/30,23/02/98,67,60-80,60-70,N West,B,10,27/07/90,0,3000,North,Silver,0,,8
0041033762,M,19/07/19,23/02/98,78,60-80,70-80,Wales & West,C,24,10/11/95,0,18945.75,Midlands,Gold,0,9,3
0041034270,F,08/12/30,23/02/98,67,60-80,60-70,Midlands,C,19,25/09/91,0,0.01,Midlands,Tin,0,7,7
0041035510,F,11/01/47,23/02/98,51,40-60,50-60,London,C,24,20/08/96,0,6000,South East,Gold,0,8,2
0041044586,,17/06/45,23/02/98,52,40-60,50-60,East,C,16,11/10/91,0,9053.35,Midlands,Gold,0,7,7
0041045604,F,16/12/30,23/02/98,67,60-80,60-70,Wales & West,E,37,13/11/96,0,6000,Midlands,Gold,0,5,2
0041048611,F,22/05/46,23/02/98,51,40-60,50-60,N East,D,32,14/10/95,0,3000,North,Silver,0,9,3
0041052279,F,08/03/47,23/02/98,,,,Midlands,C,19,08/02/93,0,2600,Midlands,Silver,0,8,6
0041053313,F,23/10/34,23/02/98,63,60-80,60-70,Yorkshire,E,38,01/07/90,0,0.01,North,Tin,0,14,8
0041053810,F,15/06/27,23/02/98,70,60-80,70-80,C Scotland,D,28,24/09/93,0,0.01,Scottish,Tin,0,7,5
0041055332,F,24/11/35,23/02/98,62,60-80,60-70,Midlands,D,28,23/05/96,0,6000,Midlands,Gold,0,8,2
0041058978,F,23/02/20,23/02/98,78,60-80,70-80,Wales & West,D,27,24/05/91,0,5800,Midlands,Gold,0,4,7
0041071320,F,12/03/28,23/02/98,70,60-80,70-80,East,B,09,16/12/94,0,11000,Midlands,Gold,0,9,4
0041072873,F,02/08/61,23/02/98,36,20-40,30-40,Midlands,D,34,17/02/94,1,0.01,Midlands,Tin,1,12,5
0041077956,,30/03/32,23/02/98,65,60-80,60-70,,E,44,07/02/97,0,8000,,Gold,0,9,2
0041078952,M,28/04/55,23/02/98,42,40-60,40-50,N Scot,F,50,23/03/90,0,0.01,Scottish,Tin,0,3,8
0041082011,M,05/08/57,23/02/98,40,40-60,40-50,Wales & West,B,14,01/11/90,0,0.01,Midlands,Tin,0,5,8
0041084073,U,18/08/58,23/02/98,39,20-40,30-40,London,F,52,14/02/90,0,4000,South East,Silver,0,9,9
0041084570,M,02/11/31,23/02/98,66,60-80,60-70,,D,28,06/02/68,0,12053.35,,Gold,0,2,31
0041086661,M,08/08/47,23/02/98,50,40-60,50-60,East,A,01,08/04/92,0,6053.35,Midlands,Gold,0,9,6
0041088168,M,15/01/33,23/02/98,65,60-80,60-70,S & S East,C,19,01/01/90,1,0.01,South East,Tin,1,9,9
0041093420,M,22/01/47,23/02/98,,,,N West,B,12,28/07/95,0,5000,North,Silver,0,10,3
0041096624,M,20/05/54,23/02/98,43,40-60,40-50,Border,B,15,12/11/97,0,3000,Scottish,Silver,0,7,1
0041098740,F,18/04/53,23/02/98,44,40-60,40-50,Midlands,D,32,22/02/96,1,1000,Midlands,Silver,1,5,3
0041101369,M,22/01/53,23/02/98,45,40-60,40-50,London,B,09,01/10/91,0,3000.01,South East,Silver,0,,7
0041101865,M,24/07/52,23/02/98,45,40-60,40-50,S & S East,E,38,01/06/90,0,0.01,South East,Tin,0,7,8
0041104996,M,28/10/62,23/02/98,35,20-40,30-40,Yorkshire,D,35,01/03/90,1,0.01,North,Tin,1,2,8
0041106530,,23/09/43,23/02/98,54,40-60,50-60,London,B,08,01/06/90,0,50.02,South East,Silver,0,3,8
0041108630,F,08/04/28,23/02/98,,,,N West,C,22,19/12/95,0,7977.7,North,Gold,0,7,3
0041109645,F,13/06/67,23/02/98,30,20-40,30-40,Yorkshire,D,35,04/01/94,1,0.01,North,Tin,1,8,5
0041112840,M,08/11/28,23/02/98,69,60-80,60-70,S & S East,C,24,24/08/93,0,3000,South East,Silver,0,4,5
0041118890,F,26/04/52,23/02/98,45,40-60,40-50,East,B,12,29/09/94,0,0.01,Midlands,Tin,0,15,4
0041119896,F,14/01/37,23/02/98,,,,N West,F,49,03/08/93,1,10369.15,North,Gold,1,14,5
0041120398,,03/08/27,23/02/98,70,60-80,70-80,London,C,22,23/08/90,0,0.01,South East,Tin,0,11,8
0041122943,F,01/02/62,23/02/98,36,20-40,30-40,East,E,41,20/09/94,0,816,Midlands,Silver,0,8,4
0041125489,,24/12/25,23/02/98,72,60-80,70-80,N West,A,03,27/09/95,0,20186.86,North,Platinum,0,18,3
0041126523,F,06/09/64,23/02/98,33,20-40,30-40,London,F,52,07/11/97,0,36000,South East,Platinum,0,10,1
0041128143,F,27/02/53,23/02/98,45,40-60,40-50,London,B,14,30/06/97,0,6000,South East,Gold,0,10,1
0041133694,,28/11/56,23/02/98,41,40-60,40-50,London,A,04,09/07/97,0,620.5,South East,Silver,0,,1
0041136219,,17/04/44,23/02/98,53,40-60,50-60,London,C,20,15/02/94,0,7000,South East,Gold,0,,5
0041142960,M,29/09/53,23/02/98,44,40-60,40-50,Yorkshire,F,47,17/06/94,1,0.01,North,Tin,1,9,4
0041143967,F,13/07/24,23/02/98,73,60-80,70-80,London,C,16,23/05/90,1,0.01,South East,Tin,1,13,8
0041144998,,22/01/54,23/02/98,44,40-60,40-50,Wales & West,F,52,29/05/90,0,0.01,Midlands,Tin,0,5,8
0041154535,M,15/03/47,23/02/98,50,40-60,50-60,East,E,37,29/07/88,0,50,Midlands,Silver,0,5,10
0041158247,F,01/10/24,23/02/98,73,60-80,70-80,London,F,52,25/06/86,0,6000,South East,Gold,0,5,12
0041160896,F,14/05/37,23/02/98,60,60-80,60-70,Midlands,D,32,17/08/93,0,5000,Midlands,Silver,0,4,5
0041162457,U,28/10/58,23/02/98,39,20-40,30-40,London,C,22,17/08/90,0,0.01,South East,Tin,0,8,8
0041162961,M,19/01/63,23/02/98,35,20-40,30-40,London,D,31,06/11/93,1,0.01,South East,Tin,1,12,5
0041166614,M,21/08/47,23/02/98,50,40-60,50-60,Midlands,B,14,14/07/88,0,225,Midlands,Silver,0,11,10
0041168668,F,11/03/70,23/02/98,27,20-40,20-30,London,B,09,15/12/93,3,0.01,South East,Tin,1,20,5
0041169710,F,24/07/24,23/02/98,73,60-80,70-80,Midlands,C,25,07/02/91,0,12000,Midlands,Gold,0,9,8
0041172819,F,20/02/65,23/02/98,33,20-40,30-40,N West,F,51,09/07/89,1,0.02,North,Silver,1,11,9
0041178663,F,04/10/46,23/02/98,51,40-60,50-60,London,B,08,01/05/90,0,0.01,South East,Tin,0,,8
0041181818,,01/02/59,23/02/98,,,,East,F,52,20/12/93,0,0.01,Midlands,Tin,0,10,5
0041182881,M,11/01/36,23/02/98,,,,,D,28,01/02/96,0,9000,,Gold,0,11,3
0041191686,M,22/01/52,23/02/98,46,40-60,40-50,N West,F,53,25/11/88,0,0.01,North,Tin,0,7,10
0041195789,U,05/09/30,23/02/98,67,60-80,60-70,Yorkshire,D,27,21/01/91,0,11100,North,Gold,0,7,8
0041202564,F,13/02/46,23/02/98,52,40-60,50-60,Wales & West,D,34,10/05/96,0,11000,Midlands,Gold,0,4,2
0041209755,F,18/05/31,23/02/98,66,60-80,60-70,Wales & West,C,19,17/01/91,0,8535.88,Midlands,Gold,0,3,8
0041211296,U,20/03/37,23/02/98,60,60-80,60-70,London,B,10,29/03/94,0,4000,South East,Silver,0,7,4
0041223227,F,22/08/51,23/02/98,46,40-60,40-50,London,C,20,05/03/92,0,200,South East,Silver,0,6,6
0041225807,,28/07/58,23/02/98,39,20-40,30-40,Yorkshire,B,09,,0,2035.88,North,Silver,0,,
0041227346,,25/06/40,23/02/98,,,,Yorkshire,D,35,27/09/96,1,4000,North,Silver,1,11,2
0041230436,F,30/12/64,23/02/98,33,20-40,30-40,London,D,31,28/01/91,3,2000,South East,Silver,1,14,8
0041234040,F,15/02/61,23/02/98,37,20-40,30-40,London,D,27,21/11/85,1,1105.39,South East,Silver,1,10,13
0041236140,F,21/06/27,23/02/98,70,60-80,70-80,S & S East,C,23,07/01/91,0,3800,South East,Silver,0,6,8
0041238208,F,26/07/41,23/02/98,,,,East,D,28,12/05/94,0,0.01,Midlands,Tin,0,13,4
0041239328,,13/01/56,23/02/98,42,40-60,40-50,Midlands,A,04,01/03/91,0,0.01,Midlands,Tin,0,,7
0041240229,M,07/09/49,23/02/98,48,40-60,40-50,S & S East,D,29,01/04/90,0,1427.01,South East,Silver,0,10,8
0041240733,F,12/11/28,23/02/98,69,60-80,60-70,London,B,09,14/02/95,1,6000,South East,Gold,1,12,4
0041245913,F,02/02/48,23/02/98,50,40-60,50-60,N West,D,32,19/05/94,0,1500,North,Silver,0,,4
0041251085,F,11/11/32,23/02/98,65,60-80,60-70,,,,28/09/95,0,3000,,Silver,0,,3
0041253673,M,29/05/38,23/02/98,59,40-60,50-60,London,E,40,26/03/93,0,6053.35,South East,Gold,0,10,5
0041254270,F,01/01/57,23/02/98,,,,N West,C,22,04/07/90,0,0.01,North,Tin,0,5,8
0041259779,F,27/09/37,23/02/98,60,60-80,60-70,Midlands,D,28,02/04/96,1,18000,Midlands,Gold,1,9,2
0041261307,U,09/11/43,23/02/98,54,40-60,50-60,London,D,27,15/01/91,0,6000,South East,Gold,0,7,8
0041267070,,07/07/46,23/02/98,51,40-60,50-60,S & S East,F,53,28/02/94,0,0.01,South East,Tin,0,5,4
0041271752,M,14/07/21,23/02/98,76,60-80,70-80,S & S East,C,24,14/09/93,0,0.01,South East,Tin,0,3,5
0041273305,F,27/01/24,23/02/98,74,60-80,70-80,C Scotland,F,51,17/09/93,1,0.01,Scottish,Tin,1,10,5
0041278625,F,13/05/31,23/02/98,66,60-80,60-70,Wales & West,E,41,26/07/94,0,1000,Midlands,Silver,0,4,4
0041281162,,13/08/58,23/02/98,39,20-40,30-40,S & S East,C,25,26/10/87,0,7757.19,South East,Gold,0,9,11
0041284722,F,26/01/35,23/02/98,63,60-80,60-70,Wales & West,A,04,23/11/94,0,11500,Midlands,Gold,0,7,4
0041287349,F,11/07/54,23/02/98,43,40-60,40-50,N West,D,35,23/10/97,0,420.01,North,Silver,0,7,1
0041287845,F,23/03/44,23/02/98,53,40-60,50-60,Midlands,D,34,06/07/88,0,0.01,Midlands,Tin,0,3,10
0041289503,F,01/08/68,23/02/98,29,20-40,20-30,Wales & West,F,52,14/05/96,1,1500,Midlands,Silver,1,10,2
0041296992,F,22/07/39,23/02/98,58,40-60,50-60,Yorkshire,C,16,20/09/93,0,0.01,North,Tin,0,10,5
0041299118,M,21/05/31,23/02/98,66,60-80,60-70,C Scotland,D,32,31/08/84,0,5000,Scottish,Silver,0,6,14
0041301716,M,26/10/42,23/02/98,55,40-60,50-60,East,F,47,01/03/90,1,100.02,Midlands,Silver,1,8,8
0041305860,M,08/11/34,23/02/98,63,60-80,60-70,N West,F,53,01/01/90,0,10600.01,North,Gold,0,11,9
0041306416,M,27/02/19,23/02/98,79,60-80,70-80,S & S East,B,14,01/01/00,0,50093.63,South East,Platinum,0,4,0
0041307510,F,21/12/22,23/02/98,75,60-80,70-80,London,A,04,25/06/97,0,6000,South East,Gold,0,8,1
0041310146,U,30/03/29,23/02/98,68,60-80,60-70,S & S East,F,49,11/11/96,0,14444.33,South East,Gold,0,10,2
0041310642,F,23/09/58,23/02/98,39,20-40,30-40,Midlands,F,46,31/05/94,1,0.01,Midlands,Tin,1,7,4
0041314338,F,20/12/51,23/02/98,46,40-60,40-50,London,F,52,08/07/91,0,1000,South East,Silver,0,4,7
0041314842,U,10/09/32,23/02/98,,,,London,A,04,01/10/90,0,1500.01,South East,Silver,0,6,8
0041316411,F,28/12/52,23/02/98,,,,London,B,05,15/01/74,2,6000,South East,Gold,1,14,25
0041318007,F,16/04/25,23/02/98,72,60-80,70-80,London,C,18,07/02/83,0,3000,South East,Silver,0,,16
0041318511,M,23/05/41,23/02/98,56,40-60,50-60,Midlands,D,32,27/07/93,0,10000,Midlands,Gold,0,7,5
0041320095,F,25/07/32,23/02/98,65,60-80,60-70,C Scotland,A,04,03/06/96,1,6000,Scottish,Gold,1,12,2
0041325887,M,30/11/24,23/02/98,73,60-80,70-80,S & S East,B,15,15/09/77,0,22000,South East,Platinum,0,14,21
0041326956,F,25/08/50,23/02/98,47,40-60,40-50,N West,D,32,24/01/94,1,0.01,North,Tin,1,9,5
0041332174,M,24/02/35,23/02/98,63,60-80,60-70,Yorkshire,F,53,01/05/90,1,0.01,North,Tin,1,11,8
0041334746,,21/05/47,23/02/98,50,40-60,50-60,S & S East,B,13,21/12/93,0,1000,South East,Silver,0,6,5
0041335580,M,01/05/41,23/02/98,56,40-60,50-60,Yorkshire,E,44,21/12/93,0,0.01,North,Tin,0,8,5
0041335807,F,12/02/46,23/02/98,52,40-60,50-60,S & S East,B,08,10/06/88,0,420.01,South East,Silver,0,7,10
0041337370,F,01/03/36,23/02/98,62,60-80,60-70,N East,B,10,10/01/91,0,12000,North,Gold,0,5,8
0041339721,F,28/08/62,23/02/98,35,20-40,30-40,East,D,33,02/03/92,1,50,Midlands,Silver,1,9,6
0041341157,F,14/02/49,23/02/98,49,40-60,40-50,London,D,28,01/10/89,1,6807.84,South East,Gold,1,16,9
0041343451,F,19/09/44,23/02/98,53,40-60,50-60,N West,B,12,28/01/94,0,4000,North,Silver,0,10,5
0041346221,M,25/04/64,23/02/98,33,20-40,30-40,East,F,51,04/03/94,1,0.02,Midlands,Silver,1,9,4
0041346795,M,07/08/57,23/02/98,40,40-60,40-50,London,D,29,29/07/97,0,4500,South East,Silver,0,4,1
0041350083,F,27/03/45,23/02/98,52,40-60,50-60,S West,C,18,17/05/94,0,0.01,South West,Tin,0,,4
0041356944,,27/12/44,23/02/98,53,40-60,50-60,London,D,27,04/04/90,0,15195.76,South East,Gold,0,8,8
0041360135,F,13/03/59,23/02/98,,,,London,F,50,02/05/97,2,420,South East,Silver,1,12,1
0041362200,F,01/07/52,23/02/98,45,40-60,40-50,N West,F,52,01/05/90,0,0.01,North,Tin,0,8,8
0041364297,F,27/12/55,23/02/98,42,40-60,40-50,N West,D,28,25/04/97,1,500,North,Silver,1,,1
0041365838,,23/07/28,23/02/98,69,60-80,60-70,S & S East,F,48,20/02/90,0,2000,South East,Silver,0,6,9
0041370513,F,21/10/66,23/02/98,31,20-40,30-40,London,E,44,15/03/94,0,0.01,South East,Tin,0,11,4
0041371013,F,10/07/58,23/02/98,39,20-40,30-40,London,F,51,01/04/90,1,1000.01,South East,Silver,1,12,8
0041372036,U,13/10/44,23/02/98,53,40-60,50-60,S West,E,45,16/09/93,0,0.01,South West,Tin,0,5,5
0041374098,M,28/03/41,23/02/98,56,40-60,50-60,Midlands,B,15,17/08/94,2,0.01,Midlands,Tin,1,18,4
0041375620,F,26/01/51,23/02/98,47,40-60,40-50,London,A,04,04/04/91,0,3780,South East,Silver,0,8,7
0041384093,F,11/02/66,23/02/98,32,20-40,30-40,London,E,36,23/12/93,1,0.01,South East,Tin,1,11,5
0041386649,M,25/06/37,23/02/98,60,60-80,60-70,London,D,28,11/01/96,0,920,South East,Silver,0,12,3
0041388668,F,07/09/53,23/02/98,44,40-60,40-50,Border,D,32,08/11/91,0,0.01,Scottish,Tin,0,10,7
0041390239,,08/05/31,23/02/98,66,60-80,60-70,London,B,12,07/11/95,0,20406.39,South East,Platinum,0,10,3
0041392371,,10/05/31,23/02/98,66,60-80,60-70,N West,D,28,16/05/67,0,18076,North,Gold,0,9,31
0041401222,F,05/07/57,23/02/98,40,40-60,40-50,S & S East,D,27,22/02/94,0,1250,South East,Silver,0,5,5
0041401729,F,13/10/27,23/02/98,70,60-80,70-80,Midlands,B,13,10/02/90,1,21604.36,Midlands,Platinum,1,11,9
0041403799,F,22/12/47,23/02/98,50,40-60,50-60,N East,C,25,04/10/89,0,420,North,Silver,0,4,9
0041405937,,18/05/56,23/02/98,41,40-60,40-50,London,A,01,08/02/94,0,3000,South East,Silver,0,9,5
0041409690,F,29/03/51,23/02/98,46,40-60,40-50,C Scotland,F,52,07/10/94,1,2000,Scottish,Silver,1,7,4
0041411228,M,01/01/65,23/02/98,33,20-40,30-40,S & S East,B,12,10/08/95,0,18000,South East,Gold,0,11,3
0041412771,F,01/04/32,23/02/98,,,,Border,F,51,01/01/90,0,0.01,Scottish,Tin,0,5,9
0041415550,F,17/06/37,23/02/98,60,60-80,60-70,East,E,42,10/09/80,0,5000,Midlands,Silver,0,13,18
0041416637,F,13/12/31,23/02/98,,,,N West,F,50,10/12/92,1,12000,North,Gold,1,5,6
0041417218,U,22/09/47,23/02/98,50,40-60,50-60,London,E,40,25/06/86,0,15071.08,South East,Gold,0,8,12
0041417722,,30/08/60,23/02/98,37,20-40,30-40,Midlands,C,17,11/07/97,0,6000,Midlands,Gold,0,11,1
0041420421,,10/07/52,23/02/98,45,40-60,40-50,Midlands,C,16,08/02/94,0,0.01,Midlands,Tin,0,8,5
0041424133,,18/08/45,23/02/98,52,40-60,50-60,London,B,10,20/02/90,0,920,South East,Silver,0,3,9
0041427710,F,16/06/27,23/02/98,70,60-80,70-80,N West,B,11,,0,2000,North,Silver,0,11,
0041428716,F,04/03/59,23/02/98,39,20-40,30-40,N West,D,27,25/02/94,1,0.01,North,Tin,1,6,4
0041431814,,23/07/52,23/02/98,45,40-60,40-50,London,F,48,14/09/93,0,0.01,South East,Tin,0,4,5
0041432349,,19/07/51,23/02/98,46,40-60,40-50,Midlands,B,10,19/10/88,0,0.02,Midlands,Silver,0,2,10
0041435020,F,12/11/46,23/02/98,51,40-60,50-60,Midlands,D,32,01/09/90,0,0.01,Midlands,Tin,0,10,8
0041436034,U,09/04/38,23/02/98,59,40-60,50-60,Midlands,E,44,04/04/91,0,6105.32,Midlands,Gold,0,10,7
0041437570,F,02/11/38,23/02/98,59,40-60,50-60,N West,C,22,14/02/94,0,0.01,North,Tin,0,10,5
0041438606,M,17/12/38,23/02/98,59,40-60,50-60,London,B,12,08/03/94,0,0.01,South East,Tin,0,4,4
0041443456,F,17/03/51,23/02/98,46,40-60,40-50,London,C,25,01/06/91,0,0.01,South East,Tin,0,8,7
0041444002,M,21/09/45,23/02/98,52,40-60,50-60,East,C,18,15/05/96,0,12000,Midlands,Gold,0,13,2
0041445050,F,17/02/54,23/02/98,44,40-60,40-50,S & S East,D,28,,0,0.01,South East,Tin,0,8,
0041445580,M,31/12/77,23/02/98,20,20-40,20-30,C Scotland,F,52,03/10/96,1,103.83,Scottish,Silver,1,10,2
0041446617,M,23/05/58,23/02/98,39,20-40,30-40,S West,D,27,04/11/97,1,4000,South West,Silver,1,16,1
0041449667,F,10/05/59,23/02/98,38,20-40,30-40,East,D,28,14/03/94,1,0.01,Midlands,Tin,1,10,4
0041450673,,30/08/39,23/02/98,58,40-60,50-60,S & S East,C,25,01/07/89,0,3000,South East,Silver,0,11,9
0041451173,F,27/07/46,23/02/98,51,40-60,50-60,Wales & West,B,13,02/04/91,0,3052.66,Midlands,Silver,0,5,7
0041454989,F,23/02/66,23/02/98,32,20-40,30-40,London,F,52,20/10/94,1,0.01,South East,Tin,1,13,4
0041459743,F,09/07/64,23/02/98,33,20-40,30-40,London,F,47,18/09/93,1,0.01,South East,Tin,1,9,5
0041462922,F,29/05/58,23/02/98,39,20-40,30-40,London,A,04,10/01/90,1,6000.01,South East,Gold,1,7,9
0041470518,F,18/07/37,23/02/98,60,60-80,60-70,London,B,10,20/06/97,0,6000,South East,Gold,0,9,1
0041476460,F,07/01/64,23/02/98,34,20-40,30-40,London,B,10,12/01/90,1,0.01,South East,Tin,1,16,9
0041478594,F,16/06/22,23/02/98,75,60-80,70-80,S West,B,13,10/10/84,0,22252.01,South West,Platinum,0,8,14
0041487712,F,06/04/32,23/02/98,65,60-80,60-70,S & S East,B,08,18/06/89,0,5684.45,South East,Gold,0,12,9
0041492600,F,09/07/58,23/02/98,39,20-40,30-40,N East,B,10,21/12/93,1,0.01,North,Tin,1,16,5
0041496894,M,28/11/45,23/02/98,52,40-60,50-60,London,E,38,21/02/94,0,3496.03,South East,Silver,0,10,5
0041497564,F,18/05/60,23/02/98,37,20-40,30-40,Midlands,A,04,21/07/97,1,8000,Midlands,Gold,1,5,1
0041498986,U,04/05/53,23/02/98,44,40-60,40-50,East,F,52,25/10/88,0,100,Midlands,Silver,0,10,10
0041502169,F,29/05/31,23/02/98,66,60-80,60-70,London,E,40,13/01/89,1,30000,South East,Platinum,1,11,10
0041503734,F,22/11/45,23/02/98,52,40-60,50-60,Yorkshire,E,42,15/08/85,1,16500,North,Gold,1,15,13
0041504242,F,14/03/74,23/02/98,23,20-40,20-30,London,D,27,01/11/94,1,2000,South East,Silver,1,5,4
0041505290,M,24/09/24,23/02/98,73,60-80,70-80,N East,B,12,05/04/90,0,16937.6,North,Gold,0,6,8
0041506857,M,14/04/59,23/02/98,38,20-40,30-40,London,E,40,06/10/94,1,0.01,South East,Tin,1,12,4
0041508426,F,19/03/28,23/02/98,69,60-80,60-70,N West,D,34,16/03/92,0,12053.35,North,Gold,0,10,6
0041510072,F,31/05/32,23/02/98,65,60-80,60-70,N West,A,02,24/05/96,0,6000,North,Gold,0,7,2
0041525835,M,09/04/50,23/02/98,,,,Midlands,F,47,15/12/93,0,0.01,Midlands,Tin,0,9,5
0041527366,F,04/03/43,23/02/98,55,40-60,50-60,Midlands,B,08,24/07/91,0,0.02,Midlands,Silver,0,4,7
0041527862,M,27/05/36,23/02/98,61,60-80,60-70,East,E,38,01/11/94,0,5000,Midlands,Silver,0,5,4
0041528389,F,20/12/48,23/02/98,49,40-60,40-50,London,C,25,15/07/88,0,6000,South East,Gold,0,12,10
0041528400,M,18/09/30,23/02/98,67,60-80,60-70,London,B,14,09/04/74,0,6000,South East,Gold,0,7,24
0041530944,M,12/10/52,23/02/98,45,40-60,40-50,Yorkshire,D,35,01/06/90,0,0.01,North,Tin,0,11,8
0041536748,M,21/07/22,23/02/98,75,60-80,70-80,London,B,13,15/08/75,0,9000,South East,Gold,0,9,23
0041537760,F,02/10/39,23/02/98,58,40-60,50-60,N East,C,17,01/07/90,0,0.01,North,Tin,0,8,8
0041539330,,12/10/47,23/02/98,50,40-60,50-60,London,C,21,21/12/93,0,0.01,South East,Tin,0,5,5
0041540362,F,08/04/53,23/02/98,44,40-60,40-50,Wales & West,B,12,14/02/94,0,0.01,Midlands,Tin,0,6,5
0041542454,F,28/10/46,23/02/98,51,40-60,50-60,London,F,52,25/03/87,1,2000,South East,Silver,1,7,11
0041543990,F,15/01/60,23/02/98,38,20-40,30-40,N West,F,49,22/11/94,1,0.01,North,Tin,1,7,4
0041550112,F,31/03/35,23/02/98,62,60-80,60-70,London,A,01,15/01/93,0,6000,South East,Gold,0,9,6
0041551712,M,16/10/37,23/02/98,60,60-80,60-70,Yorkshire,A,04,16/04/68,0,22111.63,North,Platinum,0,11,30
0041552239,M,16/05/48,23/02/98,49,40-60,40-50,East,C,24,11/11/88,0,420,Midlands,Silver,0,8,10
0041557010,F,23/09/34,23/02/98,63,60-80,60-70,London,D,31,01/08/90,0,0.01,South East,Tin,0,5,8
0041558032,M,09/08/40,23/02/98,57,40-60,50-60,N West,C,16,19/03/94,0,0.01,North,Tin,0,6,4
0041559080,F,30/10/45,23/02/98,52,40-60,50-60,N East,C,22,10/06/94,2,0.01,North,Tin,1,10,4
